"Autosampler.Position","Species.ID","Tree.ID","Lab.No","Lab.ID","FID.File","FID.Date","FID.Time","FID.Channel.CH4","Certified.Value.CO2...10","CH4.Area","CH4.ppm","CH4.Unit","FID.Channel.CO2","Certified.Value.CO2...15","CO2.Area","CO2.ppm","CO2.Unit","ECD.File","ECD.Date","ECD.Time","ECD.Channel.O2","Certified.Value.O2","O2.Area","O2.ppm","ECD.Channel.N2O","Certified.Value.N2O","N2O.Area","N2O.ppm","N2O.Unit","CO2_concentration","CH4_concentration","N2O_concentration","O2_concentration"
70,"BLANK","BLANK",70,"BLANK","F220930s70.CHR",2022-09-30,1899-12-31 13:56:37,"CH4",1.396,0.2794,1.5264,"ppm","CO2",1.94,186.2842,478.8986,"ppm","E220930s70.CHR",2022-09-30,1899-12-31 13:56:37,"O2",1.156,3165.513,130288.7928,"N2O",2.25,72.9088,0.1001,"ppm",563.124968527564,0,0.253636025860124,153162.785419815
71,"ACRU","RM303",71,"71g","F220930s71.CHR",2022-09-30,1899-12-31 14:02:00,"CH4",1.41,98.9529,428.3111,"ppm","CO2",1.953,1924.3268,6902.2634,"ppm","E220930s71.CHR",2022-09-30,1899-12-31 14:02:00,"O2",1.163,3514.092,173288.3443,"N2O",2.253,143.6808,0.3902,"ppm",7125.84391318437,417.646850314671,0.528527971566275,191978.227923903
72,"BLANK","BLANK",72,"BLANK","F220930s72.CHR",2022-09-30,1899-12-31 14:07:24,"CH4",1.416,0.5121,2.5329,"ppm","CO2",1.953,113.8435,211.1762,"ppm","E220930s72.CHR",2022-09-30,1899-12-31 14:07:24,"O2",1.166,3152.307,129001.8878,"N2O",2.263,65.5125,0.0698,"ppm",295.606119515415,0,0.224933344869573,151768.43227588
73,"Check Standard","CHECK",73,"ChkStd1","F220930s73.CHR",2022-09-30,1899-12-31 14:12:48,"CH4",1.403,0.6713,3.2214,"ppm","CO2",1.943,168.0021,411.3326,"ppm","E220930s73.CHR",2022-09-30,1899-12-31 14:12:48,"O2",1.16,3826.2581,219326.2115,"N2O",2.253,113.9411,0.2683,"ppm",495.564962261163,0,0.412958514626469,230027.75227944
74,"BLANK","BLANK",74,"BLANK","F220930s74.CHR",2022-09-30,1899-12-31 14:18:11,"CH4",1.41,0.371,1.9226,"ppm","CO2",1.943,111.2203,201.4815,"ppm","E220930s74.CHR",2022-09-30,1899-12-31 14:18:11,"O2",1.16,3188.0443,132484.4345,"N2O",2.253,69.864,0.0876,"ppm",285.927836436447,0,0.241819533414332,155554.587456916
75,"ACRU","RM4",75,"75g","F220930s75.CHR",2022-09-30,1899-12-31 14:23:35,"CH4",1.416,1.7448,7.8646,"ppm","CO2",1.953,13961.1222,51387.2073,"ppm","E220930s75.CHR",2022-09-30,1899-12-31 14:23:35,"O2",1.166,2925.6808,109130.0082,"N2O",2.256,737.1948,2.8229,"ppm",60176.1033686636,0,2.85155169855936,128706.773752682
76,"BLANK","BLANK",76,"BLANK","F220930s76.CHR",2022-09-30,1899-12-31 14:28:58,"CH4",0,0,0,"ppm","CO2",1.946,111.8026,203.6335,"ppm","E220930s76.CHR",2022-09-30,1899-12-31 14:28:58,"O2",1.16,3120.1516,125919.1131,"N2O",2.256,65.5618,0.07,"ppm",288.076174854428,0,0.225124646180744,148396.567228828
77,"ACRU","RM5",77,"77g","F220930s77.CHR",2022-09-30,1899-12-31 14:34:22,"CH4",1.42,1.5576,7.0549,"ppm","CO2",1.966,2083.3947,7490.138,"ppm","E220930s77.CHR",2022-09-30,1899-12-31 14:34:22,"O2",1.17,3592.9318,184915.5397,"N2O",2.266,145.6618,0.3983,"ppm",7740.30501782862,0,0.536229024445116,201294.601382254
78,"BLANK","BLANK",78,"BLANK","F220930s78.CHR",2022-09-30,1899-12-31 14:39:46,"CH4",0,0,0,"ppm","CO2",1.943,41.4406,0,"ppm","E220930s78.CHR",2022-09-30,1899-12-31 14:39:46,"O2",1.156,1063.3604,4970.1577,"N2O",2.25,17.5692,0,"ppm",28.70757445388,0,0.038999816071464,1224.90981147059
79,"ACRU","RM501",79,"79g","F220930s79.CHR",2022-09-30,1899-12-31 14:45:09,"CH4",1.403,0.4662,2.3343,"ppm","CO2",1.943,250.2051,715.1341,"ppm","E220930s79.CHR",2022-09-30,1899-12-31 14:45:09,"O2",1.16,3556.917,179604.1219,"N2O",2.253,93.9292,0.1862,"ppm",799.580286941798,0,0.335236312814316,197014.197905603
80,"BLANK","BLANK",80,"BLANK","F220930s80.CHR",2022-09-30,1899-12-31 14:50:33,"CH4",0,0,0,"ppm","CO2",1.946,43.0666,0,"ppm","E220930s80.CHR",2022-09-30,1899-12-31 14:50:33,"O2",1.163,1215.7955,11605.8134,"N2O",2.263,18.6944,0,"ppm",34.6962170746157,0,0.0433611972656216,7503.66629429213
81,"ACRU","RM502",81,"81g","F220930s81.CHR",2022-09-30,1899-12-31 14:55:57,"CH4",1.41,40.2322,174.3311,"ppm","CO2",1.956,9202.2398,33799.5845,"ppm","E220930s81.CHR",2022-09-30,1899-12-31 14:55:57,"O2",1.16,3260.5012,139997.3886,"N2O",2.253,243.5808,0.7996,"ppm",37614.4885918045,158.820311321092,0.917324164523098,163355.963496004
82,"BLANK","BLANK",82,"BLANK","F220930s82.CHR",2022-09-30,1899-12-31 15:01:21,"CH4",1.413,0.1529,0.9792,"ppm","CO2",1.956,92.132,130.936,"ppm","E220930s82.CHR",2022-09-30,1899-12-31 15:01:21,"O2",1.166,3003.378,115545.72,"N2O",2.27,56.2448,0.0318,"ppm",215.520647556133,0,0.188975291546971,136428.799827601
83,"ACRU","RM503",83,"83g","F220930s83.CHR",2022-09-30,1899-12-31 15:06:44,"CH4",1.42,0.795,3.7565,"ppm","CO2",1.966,1723.4322,6159.8079,"ppm","E220930s83.CHR",2022-09-30,1899-12-31 15:06:44,"O2",1.17,3616.4385,188382.2785,"N2O",2.266,138.688,0.3697,"ppm",6353.12582709739,0,0.50912023818172,204110.710752766
84,"BLANK","BLANK",84,"BLANK","F220930s84.CHR",2022-09-30,1899-12-31 15:12:08,"CH4",1.403,0.265,1.4641,"ppm","CO2",1.943,85.3067,105.7114,"ppm","E220930s84.CHR",2022-09-30,1899-12-31 15:12:08,"O2",1.156,2892.503,106455.5666,"N2O",2.256,55.3286,0.028,"ppm",190.353637871164,0,0.185420916037461,125468.013568032
85,"ACRU","RMS1",85,"85g","F220930s85.CHR",2022-09-30,1899-12-31 15:17:31,"CH4",1.406,23.0414,99.9771,"ppm","CO2",1.953,1692.3568,6044.9611,"ppm","E220930s85.CHR",2022-09-30,1899-12-31 15:17:31,"O2",1.16,3473.5884,167314.9239,"N2O",2.253,136.4654,0.3606,"ppm",6233.9282860069,83.2623783017853,0.500481391610275,187269.055976889
86,"BLANK","BLANK",86,"BLANK","F220930s86.CHR",2022-09-30,1899-12-31 15:22:55,"CH4",1.406,0.2826,1.5402,"ppm","CO2",1.943,100.7158,162.6595,"ppm","E220930s86.CHR",2022-09-30,1899-12-31 15:22:55,"O2",1.156,3051.6926,119691.3637,"N2O",2.253,62.8632,0.0589,"ppm",247.177858131995,0,0.214653451599543,141327.676643811
87,"ACSA","SM1",87,"87g","F220930s87.CHR",2022-09-30,1899-12-31 15:28:18,"CH4",1.406,2.9692,13.1604,"ppm","CO2",1.946,267.4211,778.7601,"ppm","E220930s87.CHR",2022-09-30,1899-12-31 15:28:18,"O2",1.16,3539.0014,176961.9516,"N2O",2.256,94.4924,0.1885,"ppm",863.329507912058,0,0.337423176735275,194900.312367111
88,"BLANK","BLANK",88,"BLANK","F220930s88.CHR",2022-09-30,1899-12-31 15:33:41,"CH4",1.406,0.2766,1.5143,"ppm","CO2",1.946,91.4115,128.2732,"ppm","E220930s88.CHR",2022-09-30,1899-12-31 15:33:41,"O2",1.156,2970.9956,112799.0611,"N2O",2.253,58.9992,0.0431,"ppm",212.863737735779,0,0.199661372979715,133187.040332241
89,"ACSA","SM10",89,"89g","F220930s89.CHR",2022-09-30,1899-12-31 15:39:04,"CH4",1.406,1.8218,8.1976,"ppm","CO2",1.956,3268.7646,11870.9646,"ppm","E220930s89.CHR",2022-09-30,1899-12-31 15:39:04,"O2",1.156,3386.8092,155027.4248,"N2O",2.253,209.5668,0.6602,"ppm",12392.3038987819,0,0.784846028402819,177355.744238556
90,"BLANK","BLANK",90,"BLANK","F220930s90.CHR",2022-09-30,1899-12-31 15:44:28,"CH4",1.42,0.2514,1.4053,"ppm","CO2",1.963,98.5816,154.7721,"ppm","E220930s90.CHR",2022-09-30,1899-12-31 15:44:28,"O2",1.166,3042.6672,118916.9375,"N2O",2.276,59.7687,0.0462,"ppm",239.30625874931,0,0.202646877994692,140406.88887019
91,"ACSA","SM11",91,"91g","F220930s91.CHR",2022-09-30,1899-12-31 15:49:52,"CH4",1.416,0.59,2.8698,"ppm","CO2",1.963,397.9014,1260.9822,"ppm","E220930s91.CHR",2022-09-30,1899-12-31 15:49:52,"O2",1.166,3622.4739,189272.3718,"N2O",2.273,100.5756,0.2135,"ppm",1347.36909892739,0,0.361045607497091,204836.596302565
92,"BLANK","BLANK",92,"BLANK","F220930s92.CHR",2022-09-30,1899-12-31 15:55:16,"CH4",1.416,0.3538,1.8482,"ppm","CO2",1.963,123.84,248.1207,"ppm","E220930s92.CHR",2022-09-30,1899-12-31 15:55:16,"O2",1.166,3205.6014,134258.0882,"N2O",2.276,68.3222,0.0813,"ppm",332.493938136461,0,0.23583631570054,157429.577509499
93,"Check Standard","CHECK",93,"ChkStd2","F220930s93.CHR",2022-09-30,1899-12-31 16:00:39,"CH4",1.406,0.6484,3.1224,"ppm","CO2",1.95,165.8838,403.5039,"ppm","E220930s93.CHR",2022-09-30,1899-12-31 16:00:39,"O2",1.16,3809.1478,216802.8058,"N2O",2.26,110.3854,0.2537,"ppm",487.738938615154,0,0.399146262494354,227861.703324847
94,"BLANK","BLANK",94,"BLANK","F220930s94.CHR",2022-09-30,1899-12-31 16:06:03,"CH4",1.416,0.3342,1.7634,"ppm","CO2",1.96,98.1191,153.0628,"ppm","E220930s94.CHR",2022-09-30,1899-12-31 16:06:03,"O2",1.166,3116.7989,125613.1559,"N2O",2.273,63.8842,0.0631,"ppm",237.600468652113,0,0.218615091758045,148046.896093843
95,"ACSA","SM13",95,"95g","F220930s95.CHR",2022-09-30,1899-12-31 16:11:26,"CH4",1.416,0.6904,3.3041,"ppm","CO2",1.963,2352.6852,8485.3674,"ppm","E220930s95.CHR",2022-09-30,1899-12-31 16:11:26,"O2",1.166,3475.4698,167592.3904,"N2O",2.263,184.5866,0.5578,"ppm",8785.83100149222,0,0.687619012716792,187486.639318819
96,"BLANK","BLANK",96,"BLANK","F220930s96.CHR",2022-09-30,1899-12-31 16:16:50,"CH4",1.413,0.2888,1.567,"ppm","CO2",1.953,93.789,137.0598,"ppm","E220930s96.CHR",2022-09-30,1899-12-31 16:16:50,"O2",1.166,2928.4483,109354.0874,"N2O",2.266,58.8364,0.0424,"ppm",221.631167585088,0,0.199029748584023,128978.518529695
97,"ACSA","SM14",97,"97g","F220930s97.CHR",2022-09-30,1899-12-31 16:22:14,"CH4",1.413,0.422,2.1432,"ppm","CO2",1.956,169.6514,417.428,"ppm","E220930s97.CHR",2022-09-30,1899-12-31 16:22:14,"O2",1.166,3634.1096,190988.3903,"N2O",2.266,92.3711,0.1798,"ppm",501.658558147087,0,0.329186474221146,206239.315819739
98,"BLANK","BLANK",98,"BLANK","F220930s98.CHR",2022-09-30,1899-12-31 16:27:38,"CH4",1.406,0.3196,1.7003,"ppm","CO2",1.94,85.5416,106.5795,"ppm","E220930s98.CHR",2022-09-30,1899-12-31 16:27:38,"O2",1.156,2942.9598,110529.0558,"N2O",2.253,57.601,0.0373,"ppm",191.219716467066,0,0.194236774675694,130407.421467888
99,"ACSA","SM15",99,"99g","F220930s99.CHR",2022-09-30,1899-12-31 16:33:02,"CH4",1.406,0.895,4.189,"ppm","CO2",1.946,1616.143,5763.2942,"ppm","E220930s99.CHR",2022-09-30,1899-12-31 16:33:02,"O2",1.16,3487.5772,169377.9747,"N2O",2.246,139.8733,0.3746,"ppm",5941.96583362483,0,0.513727467527796,188889.556987906
100,"BLANK","BLANK",100,"BLANK","F220930s100.CHR",2022-09-30,1899-12-31 16:38:25,"CH4",1.4,0.3041,1.6332,"ppm","CO2",1.936,94.5342,139.8139,"ppm","E220930s100.CHR",2022-09-30,1899-12-31 16:38:25,"O2",1.16,3087.2948,122920.7013,"N2O",2.243,63.8467,0.0629,"ppm",224.379324188894,0,0.218469584219687,144985.211561463
101,"ACSA","SM2",101,"101g","F220930s101.CHR",2022-09-30,1899-12-31 16:43:49,"CH4",1.413,548.4939,2372.6751,"ppm","CO2",1.946,649.6654,2191.4381,"ppm","E220930s101.CHR",2022-09-30,1899-12-31 16:43:49,"O2",1.166,3508.9117,172524.3601,"N2O",2.246,104.9021,0.2312,"ppm",2285.7431456669,2436.74455888474,0.377848400086552,191373.020034356
102,"BLANK","BLANK",102,"BLANK","F220930s102.CHR",2022-09-30,1899-12-31 16:49:13,"CH4",1.403,2.672,11.8749,"ppm","CO2",1.93,100.218,160.8198,"ppm","E220930s102.CHR",2022-09-30,1899-12-31 16:49:13,"O2",1.16,3017.8626,116788.574,"N2O",2.24,65.551,0.0699,"ppm",245.34177816596,0,0.225082738369769,137889.65811979
103,"ACSA","SM3",103,"103g","F220930s103.CHR",2022-09-30,1899-12-31 16:54:37,"CH4",1.413,4087.2196,17678.4448,"ppm","CO2",1.956,1687.3644,6026.5105,"ppm","E220930s103.CHR",2022-09-30,1899-12-31 16:54:37,"O2",1.17,3605.6822,186795.9528,"N2O",2.253,131.7132,0.3411,"ppm",6214.78692944427,20655.2267277943,0.482011932884677,202819.916178094
104,"BLANK","BLANK",104,"BLANK","F220930s104.CHR",2022-09-30,1899-12-31 17:00:01,"CH4",1.413,0.449,2.2599,"ppm","CO2",1.946,84.8246,103.9297,"ppm","E220930s104.CHR",2022-09-30,1899-12-31 17:00:01,"O2",1.166,3065.9184,120969.9559,"N2O",2.256,56.9991,0.0349,"ppm",188.576146303877,0,0.191901636538859,142784.292678297
105,"ACSA","SM5",105,"105g","F220930s105.CHR",2022-09-30,1899-12-31 17:05:25,"CH4",1.406,4.5718,20.092,"ppm","CO2",1.946,4591.2831,16758.6577,"ppm","E220930s105.CHR",2022-09-30,1899-12-31 17:05:25,"O2",1.16,3469.8719,166766.8191,"N2O",2.24,211.3336,0.6675,"ppm",17734.5774658541,2.19226877819496,0.791724824171915,186839.575596206
106,"BLANK","BLANK",106,"BLANK","F220930s106.CHR",2022-09-30,1899-12-31 17:10:49,"CH4",1.413,0.2862,1.5558,"ppm","CO2",1.95,140.5441,309.8548,"ppm","E220930s106.CHR",2022-09-30,1899-12-31 17:10:49,"O2",1.166,3199.5537,133625.8533,"N2O",2.253,62.5961,0.0578,"ppm",394.153737342962,0,0.213617077148765,156782.610595127
107,"ACSA","SM6",107,"107g","F220930s107.CHR",2022-09-30,1899-12-31 17:16:13,"CH4",1.403,2.2216,9.9268,"ppm","CO2",1.94,1268.4119,4478.1682,"ppm","E220930s107.CHR",2022-09-30,1899-12-31 17:16:13,"O2",1.16,3530.8934,175766.1938,"N2O",2.236,122.6385,0.3039,"ppm",4616.62298085618,0,0.4467486812508,193947.002945723
108,"BLANK","BLANK",108,"BLANK","F220930s108.CHR",2022-09-30,1899-12-31 17:21:37,"CH4",1.413,0.3028,1.6276,"ppm","CO2",1.943,87.8106,114.9652,"ppm","E220930s108.CHR",2022-09-30,1899-12-31 17:21:37,"O2",1.166,3089.6084,123131.8334,"N2O",2.25,59.8733,0.0466,"ppm",199.585802067714,0,0.203052709032388,145224.294244085
109,"ACSA","SM7",109,"109g","F220930s109.CHR",2022-09-30,1899-12-31 17:27:02,"CH4",1.406,18.5288,80.4591,"ppm","CO2",1.943,8334.8574,30593.9591,"ppm","E220930s109.CHR",2022-09-30,1899-12-31 17:27:02,"O2",1.163,3289.1756,143230.1569,"N2O",2.236,316.0338,1.0966,"ppm",33725.9702779715,63.4444850895473,1.19986132699433,166489.550623413
110,"BLANK","BLANK",110,"BLANK","F220930s110.CHR",2022-09-30,1899-12-31 17:32:26,"CH4",1.403,0.1822,1.106,"ppm","CO2",1.933,99.1576,156.9008,"ppm","E220930s110.CHR",2022-09-30,1899-12-31 17:32:26,"O2",1.16,3163.9519,130136.666,"N2O",2.236,63.9496,0.0633,"ppm",241.430686376235,0,0.218868857207098,152997.667100411
111,"ACSA","SM8",111,"111g","F220930s111.CHR",2022-09-30,1899-12-31 17:37:50,"CH4",1.406,1.1865,5.4498,"ppm","CO2",1.933,567.4688,1887.6603,"ppm","E220930s111.CHR",2022-09-30,1899-12-31 17:37:50,"O2",1.163,3564.6067,180738.1893,"N2O",2.236,105.4024,0.2333,"ppm",1978.74132943142,0,0.379791519521144,197924.655321083
112,"BLANK","BLANK",112,"BLANK","F220930s112.CHR",2022-09-30,1899-12-31 17:43:15,"CH4",1.403,0.3432,1.8023,"ppm","CO2",1.926,104.0816,175.0987,"ppm","E220930s112.CHR",2022-09-30,1899-12-31 17:43:15,"O2",1.16,3243.4156,138211.2365,"N2O",2.23,68.7171,0.0829,"ppm",259.592833386121,0,0.237368772129424,161501.286237397
113,"Check Standard","CHECK",113,"ChkStd3","F220930s113.CHR",2022-09-30,1899-12-31 17:48:39,"CH4",1.416,0.6741,3.2335,"ppm","CO2",1.943,167.6911,410.1833,"ppm","E220930s113.CHR",2022-09-30,1899-12-31 17:48:39,"O2",1.173,3962.3873,239402.3761,"N2O",2.246,101.3646,0.2167,"ppm",494.415952238711,0,0.364109715012325,247593.405334049
114,"BLANK","BLANK",114,"BLANK","F220930s114.CHR",2022-09-30,1899-12-31 17:54:04,"CH4",1.4,0.3346,1.7651,"ppm","CO2",1.926,95.4939,143.3607,"ppm","E220930s114.CHR",2022-09-30,1899-12-31 17:54:04,"O2",1.16,3134.5362,127270.1497,"N2O",2.23,64.8126,0.0669,"ppm",227.918591208376,0,0.222217510650787,149900.882797287
115,"ACSA","SM4",115,"115g","F220930s115.CHR",2022-09-30,1899-12-31 17:59:28,"CH4",1.41,2677.796,11582.3766,"ppm","CO2",1.94,1174.7518,4132.0243,"ppm","E220930s115.CHR",2022-09-30,1899-12-31 17:59:28,"O2",1.17,3581.9983,183303.0808,"N2O",2.233,117.958,0.2847,"ppm",4261.54172133623,12904.7994024887,0.428563681497035,199990.76895274
116,"BLANK","BLANK",116,"BLANK","F220930s116.CHR",2022-09-30,1899-12-31 18:04:52,"CH4",1.413,3.2327,14.3001,"ppm","CO2",1.933,96.129,145.7079,"ppm","E220930s116.CHR",2022-09-30,1899-12-31 18:04:52,"O2",1.166,3135.7644,127389.836,"N2O",2.236,61.1448,0.0519,"ppm",230.260815904355,0,0.207986001402382,150029.631490944
117,"BEAL","CUL8R",117,"117g","F220930s117.CHR",2022-09-30,1899-12-31 18:10:16,"CH4",1.413,0.6794,3.2565,"ppm","CO2",1.94,710.0402,2414.568,"ppm","E220930s117.CHR",2022-09-30,1899-12-31 18:10:16,"O2",1.17,3672.9647,196718.692,"N2O",2.236,106.7004,0.2386,"ppm",2511.63576204891,0,0.384832937589161,210954.698576142
118,"BLANK","BLANK",118,"BLANK","F220930s118.CHR",2022-09-30,1899-12-31 18:15:40,"CH4",1.403,0.3632,1.8888,"ppm","CO2",1.926,109.6718,195.7586,"ppm","E220930s118.CHR",2022-09-30,1899-12-31 18:15:40,"O2",1.16,3388.6268,155270.521,"N2O",2.226,73.7868,0.1037,"ppm",280.214949659962,0,0.25704358997762,177560.917382964
119,"BEAL","YB10",119,"119g","F220930s119.CHR",2022-09-30,1899-12-31 18:21:04,"CH4",1.413,1.8442,8.2945,"ppm","CO2",1.94,273.5997,801.5946,"ppm","E220930s119.CHR",2022-09-30,1899-12-31 18:21:04,"O2",1.17,3711.2926,202371.2429,"N2O",2.236,93.365,0.1839,"ppm",886.214905533392,0,0.3330455945269,215653.269800692
120,"BLANK","BLANK",120,"BLANK","F220930s120.CHR",2022-09-30,1899-12-31 18:26:28,"CH4",1.403,0.3121,1.6678,"ppm","CO2",1.926,88.6771,118.1675,"ppm","E220930s120.CHR",2022-09-30,1899-12-31 18:26:28,"O2",1.16,3067.4756,121112.0612,"N2O",2.226,58.4944,0.041,"ppm",202.780820027675,0,0.197702879533757,142944.130244187
121,"BEAL","YB11",121,"121g","F220930s121.CHR",2022-09-30,1899-12-31 18:31:54,"CH4",1.41,1205.9154,5216.1682,"ppm","CO2",1.936,1325.6216,4689.6008,"ppm","E220930s121.CHR",2022-09-30,1899-12-31 18:31:54,"O2",1.166,3542.5674,177487.8608,"N2O",2.23,125.4664,0.3155,"ppm",4833.91025753723,5509.38638599255,0.457736785716074,195320.253564285
122,"BLANK","BLANK",122,"BLANK","F220930s122.CHR",2022-09-30,1899-12-31 18:37:18,"CH4",1.413,4.1956,18.4648,"ppm","CO2",1.933,99.6749,158.8126,"ppm","E220930s122.CHR",2022-09-30,1899-12-31 18:37:18,"O2",1.166,3223.2326,136101.278,"N2O",2.233,63.1084,0.0599,"ppm",243.338640098331,0.542151343427519,0.21560485752165,159322.373241758
123,"BEAL","YB11'",123,"123g","F220930s123.CHR",2022-09-30,1899-12-31 18:42:42,"CH4",1.41,1.0426,4.8274,"ppm","CO2",1.94,1103.796,3869.7896,"ppm","E220930s123.CHR",2022-09-30,1899-12-31 18:42:42,"O2",1.166,3681.9848,198048.9651,"N2O",2.233,121.3499,0.2986,"ppm",3993.07171060345,0,0.441741927866968,212056.246682488
124,"BLANK","BLANK",124,"BLANK","F220930s124.CHR",2022-09-30,1899-12-31 18:48:07,"CH4",1.41,0.301,1.6198,"ppm","CO2",1.933,92.7918,133.3744,"ppm","E220930s124.CHR",2022-09-30,1899-12-31 18:48:07,"O2",1.166,3135.4264,127356.8984,"N2O",2.233,59.7158,0.046,"ppm",217.953762306225,0,0.202441634947232,149994.195119989
125,"BEAL","YB12",125,"125g","F220930s125.CHR",2022-09-30,1899-12-31 18:53:31,"CH4",1.413,0.961,4.4745,"ppm","CO2",1.936,589.4312,1968.8277,"ppm","E220930s125.CHR",2022-09-30,1899-12-31 18:53:31,"O2",1.17,3656.0242,194220.3282,"N2O",2.233,101.4971,0.2173,"ppm",2060.70959056265,0,0.364624288613324,208892.911602739
126,"BLANK","BLANK",126,"BLANK","F220930s126.CHR",2022-09-30,1899-12-31 18:58:55,"CH4",1.41,0.3332,1.7591,"ppm","CO2",1.933,93.6729,136.6308,"ppm","E220930s126.CHR",2022-09-30,1899-12-31 18:58:55,"O2",1.166,3217.0382,135453.7069,"N2O",2.236,60.806,0.0505,"ppm",221.203017335578,0,0.206671477222143,158656.244457221
127,"BEAL","YB13",127,"127g","F220930s127.CHR",2022-09-30,1899-12-31 19:04:20,"CH4",1.413,1.836,8.259,"ppm","CO2",1.943,2231.4546,8037.3299,"ppm","E220930s127.CHR",2022-09-30,1899-12-31 19:04:20,"O2",1.166,3606.0726,186853.5285,"N2O",2.23,147.3049,0.405,"ppm",8314.32789806168,0,0.542616772872636,202866.701052565
128,"BLANK","BLANK",128,"BLANK","F220930s128.CHR",2022-09-30,1899-12-31 19:09:45,"CH4",1.396,0.3066,1.644,"ppm","CO2",1.92,110.5505,199.0061,"ppm","E220930s128.CHR",2022-09-30,1899-12-31 19:09:45,"O2",1.16,3183.6488,132056.0996,"N2O",2.22,66.2395,0.0727,"ppm",283.456713841172,0,0.227754382269256,155086.713694501
129,"BEAL","YB14",129,"129g","F220930s129.CHR",2022-09-30,1899-12-31 19:15:10,"CH4",1.4,0.7938,3.7513,"ppm","CO2",1.933,2626.7596,9498.2769,"ppm","E220930s129.CHR",2022-09-30,1899-12-31 19:15:10,"O2",1.16,3512.9406,173118.5373,"N2O",2.22,179.098,0.5353,"ppm",9856.75693096176,0,0.666263994229777,191843.637354558
130,"BLANK","BLANK",130,"BLANK","F220930s130.CHR",2022-09-30,1899-12-31 19:20:35,"CH4",1.406,0.2699,1.4853,"ppm","CO2",1.926,90.5784,125.1943,"ppm","E220930s130.CHR",2022-09-30,1899-12-31 19:20:35,"O2",1.166,2982.3504,113741.4427,"N2O",2.226,58.8275,0.0424,"ppm",209.791664418665,0,0.198995218817735,134319.947420268
131,"BEAL","YB15",131,"131g","F220930s131.CHR",2022-09-30,1899-12-31 19:26:00,"CH4",1.416,47.129,204.1612,"ppm","CO2",1.94,813.298,2796.1827,"ppm","E220930s131.CHR",2022-09-30,1899-12-31 19:26:00,"O2",1.17,3690.8892,199362.1749,"N2O",2.236,107.1527,0.2404,"ppm",2898.74983764835,189.160859862797,0.386589701479486,213146.210209465
132,"BLANK","BLANK",132,"BLANK","F220930s132.CHR",2022-09-30,1899-12-31 19:31:24,"CH4",1.4,0.401,2.0523,"ppm","CO2",1.923,90.2811,124.0955,"ppm","E220930s132.CHR",2022-09-30,1899-12-31 19:31:24,"O2",1.16,3042.5218,118904.4614,"N2O",2.223,56.6622,0.0335,"ppm",208.695379982888,0,0.190594609639354,140392.076158082
133,"Check Standard","CHECK",133,"ChkStd4","F220930s133.CHR",2022-09-30,1899-12-31 19:36:49,"CH4",1.413,0.672,3.2245,"ppm","CO2",1.936,171.3924,423.8623,"ppm","E220930s133.CHR",2022-09-30,1899-12-31 19:36:49,"O2",1.17,3987.2734,243072.5471,"N2O",2.24,104.8708,0.2311,"ppm",508.091224535337,0,0.377726834496832,250868.514711029
134,"BLANK","BLANK",134,"BLANK","F220930s134.CHR",2022-09-30,1899-12-31 19:42:14,"CH4",1.4,0.3722,1.9278,"ppm","CO2",1.923,105.7916,181.4184,"ppm","E220930s134.CHR",2022-09-30,1899-12-31 19:42:14,"O2",1.16,3278.9424,142076.3861,"N2O",2.223,65.483,0.0696,"ppm",265.900679009445,0,0.224818874615335,165368.240193117
135,"BEAL","YB3",135,"135g","F220930s135.CHR",2022-09-30,1899-12-31 19:47:38,"CH4",1.4,0.4471,2.2517,"ppm","CO2",1.923,267.108,777.6029,"ppm","E220930s135.CHR",2022-09-30,1899-12-31 19:47:38,"O2",1.16,3534.9997,176371.7858,"N2O",2.223,90.0544,0.1704,"ppm",862.169885612056,0,0.320191523270478,194429.544896443
136,"BLANK","BLANK",136,"BLANK","F220930s136.CHR",2022-09-30,1899-12-31 19:53:02,"CH4",1.403,0.305,1.6371,"ppm","CO2",1.926,85.256,105.524,"ppm","E220930s136.CHR",2022-09-30,1899-12-31 19:53:02,"O2",1.16,2986.0608,114059.8143,"N2O",2.223,56.2174,0.0317,"ppm",190.16670713936,0,0.188868992823145,134691.037944822
137,"BEAL","YB4",137,"137g","F220930s137.CHR",2022-09-30,1899-12-31 19:58:27,"CH4",1.346,9963.3988,43094.2167,"ppm","CO2",1.93,14908.2218,54887.4472,"ppm","E220930s137.CHR",2022-09-30,1899-12-31 19:58:27,"O2",1.16,2430.9096,74404.6695,"N2O",2.223,191.4602,0.586,"ppm",64913.9699130552,60019.2542758716,0.714366597768307,84049.5447863819
138,"BLANK","BLANK",138,"BLANK","F220930s138.CHR",2022-09-30,1899-12-31 20:03:52,"CH4",1.416,10.8249,47.138,"ppm","CO2",1.936,103.5499,173.1336,"ppm","E220930s138.CHR",2022-09-30,1899-12-31 20:03:52,"O2",1.17,3244.4418,138318.5169,"N2O",2.236,63.0852,0.0598,"ppm",257.631553800363,29.6269252013186,0.215514838459271,161612.419601861
139,"BEAL","YB5",139,"139g","F220930s139.CHR",2022-09-30,1899-12-31 20:09:16,"CH4",1.413,526.895,2279.2551,"ppm","CO2",1.946,2120.5052,7627.289,"ppm","E220930s139.CHR",2022-09-30,1899-12-31 20:09:16,"O2",1.17,3611.2689,187619.8724,"N2O",2.236,145.3264,0.3969,"ppm",7883.99235068957,2338.21155434911,0.534925146490701,203489.879715603
