section_id,quadrat,sub_quadrat,tag,stem_tag,species_code,x_m,y_m,dbh_mm,status,pom,codes,notes,secondary,latitude,longitude
NA,901,a,6022,NA,KALA,23.7,181.7,1.8,LI,1.3,M,NA,FALSE,41.99078323,-72.13025582
NA,802,b,6024,NA,KALA,45.1,160,4.6,LI,NA,NA,NA,TRUE,41.99055762,-72.13004641
NA,902,d,6025,NA,KALA,56.5,188.8,1.1,LI,NA,NA,NA,FALSE,41.99079489,-72.12985006
NA,802,d,6026,NA,KALA,52.3,166,2.1,LI,NA,NA,NA,TRUE,41.99059952,-72.12994801
NA,901,a,6027,NA,KALA,24,181.3,1.2,LI,1.3,M,NA,FALSE,41.99077922,-72.13025308
NA,802,c,6031,NA,KALA,59,171.1,1.8,LI,1.3,M,NA,FALSE,41.99063422,-72.12985746
NA,802,c,6032,NA,KALA,53.2,171.5,1.1,LI,1.3,M,NA,FALSE,41.99064682,-72.12992573
NA,802,c,6035,NA,TSCA,51.5,170.4,1.7,LI,1.3,M,NA,FALSE,41.99063973,-72.1299483
NA,903,d,6036,NA,KALA,77.8,183.5,2.2,LI,NA,M,NA,TRUE,41.99071468,-72.12960738
NA,802,c,6038,NA,KALA,52.9,172.1,1.9,LI,1.3,M,NA,TRUE,41.9906526,-72.12992804
NA,802,a,6039,NA,KALA,48.8,163.4,1.3,LI,NA,M,NA,TRUE,41.99058195,-72.12999518
NA,901,a,6040,NA,KALA,27.5,185.6,2,LI,1.3,M,NA,TRUE,41.99081184,-72.13020234
NA,802,d,6041,NA,KALA,54.4,165.8,1.2,LI,NA,NA,NA,FALSE,41.99059446,-72.12992341
NA,802,b,6042,NA,KALA,47.5,177.5,2.5,LI,NA,M,NA,TRUE,41.99070886,-72.12998104
NA,902,d,6044,NA,KALA,53.7,180.4,1.1,LI,NA,M,NA,FALSE,41.99072486,-72.12990107
NA,901,a,6045,NA,KALA,29.6,182.5,2.1,LI,1.3,M,NA,TRUE,41.9907811,-72.13018383
NA,802,c,6046,NA,KALA,53.2,176,1.7,LI,1.3,M,NA,TRUE,41.99068668,-72.12991628
NA,802,b,6048,NA,KALA,48.5,172.5,2.4,LI,NA,M,NA,TRUE,41.99066302,-72.12997963
NA,802,d,6049,NA,KALA,51.7,167.2,2.5,LI,NA,NA,NA,TRUE,41.99061108,-72.12995264
NA,802,a,6050,NA,KALA,48.2,161.3,2.5,LI,NA,M,NA,TRUE,41.99056429,-72.13000674
NA,904,d,6051,NA,KALA,98.7,183.6,1.2,LI,NA,M,NA,FALSE,41.99068292,-72.12935813
NA,802,b,6053,NA,KALA,47.8,172.4,3,LI,NA,M,NA,TRUE,41.99066322,-72.12998819
NA,802,c,6056,NA,KALA,54.3,177.5,2.2,LI,1.3,M,NA,FALSE,41.99069824,-72.12990002
NA,802,b,6058,NA,KALA,44.7,172.4,1.8,LI,NA,M,NA,TRUE,41.99066807,-72.13002513
NA,802,a,6060,NA,KALA,44.5,160.3,1.1,LI,NA,M,NA,FALSE,41.99056121,-72.13005293
NA,902,d,6062,NA,KALA,57.6,188.7,1.5,LI,NA,NA,NA,FALSE,41.99079228,-72.12983716
NA,902,d,6063,NA,KALA,59.9,185.6,1.1,LI,NA,NA,NA,FALSE,41.99076123,-72.12981627
NA,802,a,6065,NA,KALA,44.3,162.3,2.9,LI,NA,M,NA,TRUE,41.99057924,-72.13005111
NA,802,c,6066,NA,KALA,53.5,177,1.6,LI,1.3,M,NA,TRUE,41.99069506,-72.1299106
NA,802,b,6067,NA,KALA,49.4,170.7,2.3,LI,NA,M,NA,FALSE,41.99064567,-72.12997269
NA,802,b,6068,NA,KALA,45.2,172.3,1.3,LI,NA,M,NA,FALSE,41.9906664,-72.13001938
NA,802,c,6069,NA,KALA,54.7,177.4,2.4,LI,1.3,M,NA,FALSE,41.99069673,-72.12989546
NA,802,b,6070,NA,KALA,49.6,174.9,2,LI,NA,M,NA,TRUE,41.99068256,-72.12996148
NA,802,b,6075,NA,KALA,47.7,170.8,1.1,LI,NA,M,NA,FALSE,41.99064921,-72.12999274
NA,802,b,6076,NA,KALA,48,178.8,1.7,LI,NA,M,NA,FALSE,41.99071959,-72.12997235
NA,902,d,6077,NA,KALA,52.5,183.2,1.5,LI,1.3,M,NA,TRUE,41.99075154,-72.12990949
NA,802,c,6081,NA,KALA,52,177.6,1.3,LI,1.3,M,NA,TRUE,41.99070272,-72.12992721
NA,802,c,6082,NA,KALA,58.9,179.9,2.5,LI,1.3,M,NA,TRUE,41.99071231,-72.12984016
NA,802,c,6088,NA,KALA,58.6,174.3,1.8,LI,1.3,M,NA,FALSE,41.99066319,-72.1298555
NA,901,a,6089,NA,KALA,21.6,182.2,1.4,LI,1.3,M,NA,FALSE,41.99079094,-72.13027979
NA,804,c,6091,NA,KALA,95,173.6,1.8,LI,1.3,M,NA,FALSE,41.99060014,-72.12942323
NA,802,c,6092,NA,TSCA,57.6,175.3,3.5,LI,1.3,M,NA,FALSE,41.9906736,-72.12986532
NA,802,c,6094,NA,KALA,53.2,173,1.6,LI,1.3,M,NA,FALSE,41.99066011,-72.12992258
NA,802,b,6096,NA,KALA,45,175.6,1.1,LI,NA,M,NA,FALSE,41.99069594,-72.13001483
NA,802,c,6097,NA,KALA,53.5,176.7,1.5,LI,1.3,M,NA,TRUE,41.99069241,-72.12991123
NA,802,b,6098,NA,KALA,49,177.6,2.3,LI,NA,M,NA,FALSE,41.99070741,-72.12996296
NA,802,c,6099,NA,KALA,57.8,179.2,1.4,LI,1.3,M,NA,TRUE,41.99070783,-72.12985474
NA,901,a,6101,NA,KALA,25.2,181.3,2.2,LI,1.3,M,NA,FALSE,41.99077734,-72.13023879
NA,901,a,6103,NA,KALA,26.9,184,1.7,LI,1.3,M,NA,FALSE,41.9907986,-72.13021286
NA,804,d,6104,NA,KALA,98.4,168.8,1.2,LI,1.3,M,NA,TRUE,41.99055232,-72.1293928
NA,609,b,6106,NA,BELE,184.1,133.9,11.2,LI,1.3,M,NA,FALSE,41.99010937,-72.12844495
NA,901,a,6110,NA,KALA,27.9,180.1,4.1,LI,1.3,M,NA,TRUE,41.9907625,-72.13020913
NA,802,b,6111,NA,KALA,44.8,177.8,1.3,LI,NA,M,NA,TRUE,41.99071574,-72.13001259
NA,802,b,6112,NA,KALA,47.2,173.9,2.7,LI,NA,M,NA,FALSE,41.99067745,-72.12999218
NA,802,a,6114,NA,KALA,48.3,162,2.1,LI,NA,M,NA,TRUE,41.99057034,-72.13000408
NA,802,b,6115,NA,KALA,48.7,170.6,1.8,LI,NA,NA,NA,FALSE,41.99064588,-72.12998124
NA,802,a,6116,NA,KALA,44.5,161.9,2,LI,NA,M,NA,FALSE,41.99057538,-72.13004957
NA,802,c,6117,NA,TSCA,54.1,177,5.8,LI,1.3,M,NA,FALSE,41.99069413,-72.12990345
NA,901,a,6119,NA,KALA,27.8,180.5,2.4,LI,1.3,M,NA,TRUE,41.9907662,-72.13020949
NA,901,a,6120,NA,KALA,29,183.5,3.4,LI,1.3,M,NA,TRUE,41.99079089,-72.13018888
NA,802,b,6121,NA,KALA,49,170.4,2.9,LI,NA,M,NA,FALSE,41.99064364,-72.12997809
NA,802,b,6123,NA,KALA,49.2,170.2,1.8,LI,NA,M,NA,FALSE,41.99064155,-72.12997613
NA,901,a,6127,NA,KALA,29.7,186.3,1.1,LI,1.3,M,NA,FALSE,41.9908146,-72.13017466
NA,901,a,6128,NA,KALA,21.8,188.5,1.2,LI,1.3,M,NA,FALSE,41.99084642,-72.13026417
NA,802,c,6129,NA,KALA,55.5,174.9,1.5,LI,1.3,M,NA,FALSE,41.99067334,-72.12989118
NA,802,c,6130,NA,KALA,50.1,178.3,1.5,LI,1.3,M,NA,FALSE,41.99071189,-72.12994838
NA,901,a,6131,NA,KALA,27.2,183.9,1.5,LI,1.3,M,NA,FALSE,41.99079725,-72.13020949
NA,802,d,6133,NA,KALA,52.8,165.6,1.5,LI,NA,NA,NA,FALSE,41.99059519,-72.12994289
NA,802,b,6135,NA,KALA,50,173.1,1.1,LI,NA,M,NA,FALSE,41.99066599,-72.1299605
NA,802,d,6138,NA,KALA,53.9,167.6,2.5,LI,NA,NA,NA,FALSE,41.99061119,-72.12992558
NA,802,c,6139,NA,KALA,53.5,172.9,1.5,LI,1.3,M,NA,TRUE,41.99065875,-72.12991921
NA,805,a,6140,NA,KALA,105,167.9,1.8,LI,1.3,M,NA,FALSE,41.99053404,-72.12931605
NA,907,c,6141,NA,KALA,157.6,192.5,1.6,LI,1.3,M,NA,FALSE,41.99066975,-72.12863758
NA,802,d,6143,NA,KALA,55.7,166.5,3,LI,NA,NA,NA,FALSE,41.99059863,-72.12990645
NA,805,c,6146,NA,KALA,113.6,179.7,2,LI,1.3,M,NA,FALSE,41.99062511,-72.12918878
NA,802,b,6147,NA,KALA,48.9,174.6,1.2,LI,NA,M,NA,FALSE,41.99068099,-72.12997046
NA,802,c,6148,NA,KALA,50.7,171.7,1.1,LI,1.3,M,NA,TRUE,41.9906525,-72.1299551
NA,901,a,6149,NA,KALA,24,184.6,2,LI,1.3,M,NA,TRUE,41.99080844,-72.13024615
NA,903,a,6151,NA,KALA,63.6,186.1,1,LI,1.3,M,NA,FALSE,41.99075988,-72.12977113
NA,802,c,6153,NA,TSCA,53.6,171.5,2,LI,1.3,M,NA,FALSE,41.9906462,-72.12992096
NA,904,d,6154,NA,KALA,96,187.3,2.5,LI,1.3,M,NA,FALSE,41.99071991,-72.12938253
NA,804,d,6155,NA,KALA,93,163.9,2,LI,1.3,M,NA,FALSE,41.99051735,-72.12946745
NA,901,a,6158,NA,KALA,28.2,181.1,1.3,LI,1.3,M,NA,FALSE,41.99077089,-72.13020346
NA,802,b,6160,NA,KALA,48.8,172,1.5,LI,NA,M,NA,FALSE,41.99065812,-72.12997711
NA,802,c,6161,NA,TSCA,54,179.9,2.5,LI,1.3,M,NA,FALSE,41.99071997,-72.12989855
NA,802,c,6162,NA,KALA,55.4,180,2.2,LI,1.3,M,NA,TRUE,41.99071867,-72.12988166
NA,802,a,6163,NA,KALA,42.9,161.3,2.7,LI,NA,M,NA,TRUE,41.99057257,-72.1300699
NA,901,a,6164,NA,KALA,27.6,183,1.7,LI,1.3,M,NA,FALSE,41.99078865,-72.13020662
NA,802,a,6165,NA,KALA,41.9,162.3,1.3,LI,NA,M,NA,FALSE,41.99058299,-72.13007971
NA,901,a,6166,NA,KALA,23.5,182.1,2.3,LI,1.3,M,NA,FALSE,41.99078708,-72.13025736
NA,107,d,6169,NA,PIST,155.3,21.3,6.8,LI,1.3,M,NA,FALSE,41.9891571,-72.12902474
NA,901,c,6170,NA,KALA,33.5,191.7,1.4,LI,NA,NA,NA,TRUE,41.99085649,-72.13011803
NA,802,d,6171,NA,KALA,56.9,169.4,1.3,LI,NA,NA,NA,FALSE,41.99062244,-72.12988605
NA,802,a,6172,NA,KALA,42.9,162.2,2.7,LI,NA,M,NA,TRUE,41.99058054,-72.13006801
NA,802,a,6173,NA,KALA,42.8,160,1.3,LI,NA,M,NA,TRUE,41.99056121,-72.13007382
NA,107,d,6174,NA,BELE,154,29.5,2.4,LI,1.3,M,NA,FALSE,41.98923176,-72.129023
NA,802,d,6176,NA,KALA,56.5,166.2,2.5,LI,NA,NA,NA,FALSE,41.99059473,-72.12989754
NA,901,a,6177,NA,KALA,28.2,181.2,3,LI,1.3,M,NA,FALSE,41.99077177,-72.13020325
NA,903,b,6179,NA,PIST,63.7,191.7,1,LI,NA,M,NA,FALSE,41.99080932,-72.12975817
NA,902,c,6180,NA,KALA,57.2,191.5,2.1,LI,NA,NA,NA,FALSE,41.9908177,-72.12983604
NA,905,d,6181,NA,KALA,110.7,183.8,1.5,LI,1.3,M,NA,TRUE,41.99066595,-72.12921472
NA,803,a,6182,NA,KALA,69.6,164.7,1.2,LI,NA,NA,NA,FALSE,41.99056098,-72.1297446
NA,902,d,6184,NA,KALA,56.4,180.1,1.4,LI,1.3,M,NA,FALSE,41.99071799,-72.12986953
NA,901,a,6185,NA,KALA,29.9,180.5,4.4,LI,1.3,M,NA,FALSE,41.99076292,-72.13018446
NA,802,c,6186,NA,KALA,53.6,173.9,1.9,LI,1.3,M,NA,FALSE,41.99066745,-72.12991592
NA,804,d,6188,NA,KALA,96.8,169,1.1,LI,1.3,M,NA,FALSE,41.99055659,-72.12941145
NA,802,d,6190,NA,KALA,53.6,167.8,2.7,LI,NA,NA,NA,TRUE,41.99061343,-72.12992874
NA,802,c,6191,NA,KALA,51.3,173.4,2,LI,1.3,M,NA,FALSE,41.99066662,-72.12994438
NA,802,c,6192,NA,KALA,51.4,173.2,2,LI,1.3,M,NA,FALSE,41.99066469,-72.12994361
NA,802,c,6194,NA,KALA,51.6,171.3,1,LI,1.3,M,NA,TRUE,41.99064755,-72.12994522
NA,802,c,6196,NA,KALA,53.4,173.1,1.3,LI,1.3,M,NA,FALSE,41.99066068,-72.12991999
NA,802,b,6197,NA,KALA,43.8,160,1.4,LI,NA,M,NA,TRUE,41.99055965,-72.1300619
NA,902,c,6198,NA,KALA,58.8,191.3,1.9,LI,NA,NA,NA,FALSE,41.99081343,-72.1298174
NA,802,b,6199,NA,KALA,45.3,160,1.4,LI,NA,M,NA,TRUE,41.99055731,-72.13004403
NA,802,c,6200,NA,KALA,52.1,171.9,1.5,LI,1.3,M,NA,FALSE,41.99065208,-72.129938
NA,902,d,6201,NA,KALA,58.8,186.4,2.2,LI,NA,NA,NA,TRUE,41.99077004,-72.12982769
NA,805,d,6203,NA,KALA,115.5,166.5,1.6,LI,1.3,M,NA,TRUE,41.99050524,-72.12919388
NA,802,c,6205,NA,KALA,53.2,172.9,1.5,LI,1.3,M,NA,TRUE,41.99065922,-72.12992279
NA,802,a,6207,NA,KALA,42.8,164.7,4.3,LI,NA,M,NA,TRUE,41.99060284,-72.13006394
NA,901,a,6208,NA,KALA,26.3,183.4,2.1,LI,1.3,M,NA,TRUE,41.99079422,-72.13022127
NA,901,a,6211,NA,KALA,27.5,181.5,2.6,LI,1.3,M,NA,TRUE,41.99077552,-72.13021096
NA,901,c,6212,NA,KALA,39.8,199.9,1.5,LI,NA,M,NA,TRUE,41.99091927,-72.13002573
NA,804,d,6213,NA,KALA,98.6,167.9,2,LI,1.3,M,NA,FALSE,41.99054403,-72.12939231
NA,802,d,6214,NA,KALA,50.6,164.3,2.7,LI,NA,NA,NA,FALSE,41.99058711,-72.12997184
NA,802,d,6215,NA,KALA,52.6,168.6,1.2,LI,NA,NA,NA,TRUE,41.99062207,-72.12993897
NA,805,a,6216,NA,KALA,104.9,167.7,2.3,LI,1.3,M,NA,FALSE,41.99053242,-72.12931766
NA,802,d,6217,NA,KALA,50.6,166.5,2,LI,NA,NA,NA,TRUE,41.9906066,-72.12996722
NA,902,d,6218,NA,KALA,59.1,185.6,1.5,LI,NA,NA,NA,FALSE,41.99076248,-72.1298258
NA,901,a,6219,NA,KALA,28.9,185.2,1.6,LI,1.3,M,NA,TRUE,41.99080611,-72.1301865
NA,802,d,6220,NA,KALA,51.2,168.2,2.3,LI,NA,NA,NA,TRUE,41.99062072,-72.1299565
NA,802,d,6221,NA,KALA,57.4,163.5,1.8,LI,NA,NA,NA,FALSE,41.99056941,-72.12989249
NA,901,a,6222,NA,KALA,25.8,185.1,2,LI,1.3,M,NA,FALSE,41.99081006,-72.13022365
NA,802,a,6225,NA,KALA,43.1,160.3,2.6,LI,NA,M,NA,TRUE,41.9905634,-72.13006962
NA,902,d,6227,NA,KALA,55.5,188.8,1.1,LI,NA,NA,NA,FALSE,41.99079645,-72.12986197
NA,802,d,6230,NA,KALA,58.6,166.9,1.5,LI,NA,NA,NA,TRUE,41.99059765,-72.12987105
NA,901,a,6232,NA,KALA,26.5,182.2,4.6,LI,1.3,M,NA,FALSE,41.99078328,-72.1302214
NA,802,d,6234,NA,KALA,52.3,166,1.6,LI,NA,NA,NA,FALSE,41.99059952,-72.12994801
NA,609,d,6237,NA,PIST,199.2,120.2,1.2,LI,NA,M,NA,FALSE,41.98996445,-72.12829381
NA,903,c,6239,NA,KALA,79.9,190.2,2.6,LI,NA,M,NA,FALSE,41.99077074,-72.12956828
NA,802,d,6240,NA,KALA,52.8,168.4,1.2,LI,NA,NA,NA,TRUE,41.99061999,-72.12993701
NA,802,d,6240,NA,KALA,52.2,163.7,2.7,LI,NA,NA,NA,FALSE,41.9905793,-72.12995404
NA,802,d,6243,NA,KALA,50.6,166.7,2,LI,NA,NA,NA,FALSE,41.99060837,-72.1299668
NA,802,d,6244,NA,KALA,51,167.1,1.4,LI,NA,NA,NA,FALSE,41.99061129,-72.12996119
NA,901,c,6245,NA,KALA,38.5,199.8,1.2,LI,NA,M,NA,FALSE,41.99092042,-72.13004143
NA,802,d,6249,NA,KALA,51,163.3,2.7,LI,NA,NA,NA,FALSE,41.99057763,-72.12996918
NA,802,d,6250,NA,KALA,51.3,163.4,2.2,LI,NA,NA,NA,FALSE,41.99057805,-72.12996539
NA,802,d,6251,NA,KALA,57.6,164.6,1.7,LI,NA,NA,NA,TRUE,41.99057884,-72.1298878
NA,802,d,6252,NA,KALA,51.3,161.4,2.6,LI,NA,NA,NA,FALSE,41.99056034,-72.12996959
NA,802,d,6253,NA,KALA,51.5,164,1.8,LI,NA,NA,NA,FALSE,41.99058305,-72.12996175
NA,802,d,6254,NA,KALA,52.3,168.2,1.3,LI,NA,NA,NA,TRUE,41.990619,-72.12994339
NA,904,a,6255,NA,HAVI,80.7,189,5.4,LI,1.3,M,NA,FALSE,41.99075886,-72.12956127
NA,802,d,6257,NA,KALA,57.5,166.7,1.5,LI,NA,NA,NA,FALSE,41.99059759,-72.12988458
NA,802,d,6258,NA,KALA,55.2,165.4,1.6,LI,NA,NA,NA,TRUE,41.99058967,-72.12991472
NA,802,c,6261,NA,KALA,53,176.1,1.5,LI,1.3,M,NA,FALSE,41.99068787,-72.12991845
NA,802,d,6262,NA,KALA,51.5,163.5,1.4,LI,NA,NA,NA,FALSE,41.99057862,-72.1299628
NA,902,b,6263,NA,KALA,42.8,200,2.1,LI,NA,NA,NA,FALSE,41.99091548,-72.12998977
NA,903,b,6265,NA,KALA,65.6,192.6,3.2,LI,NA,M,NA,TRUE,41.99081433,-72.12973364
NA,802,d,6267,NA,KALA,51.7,161.8,2,LI,NA,NA,NA,TRUE,41.99056325,-72.12996399
NA,802,d,6268,NA,KALA,53.4,163.5,2.2,LI,NA,NA,NA,TRUE,41.99057566,-72.12994016
NA,802,c,6269,NA,KALA,54.6,171.5,4.1,LI,1.3,M,NA,TRUE,41.99064463,-72.12990905
NA,802,d,6271,NA,KALA,51.5,162.9,1,LI,NA,NA,NA,FALSE,41.99057331,-72.12996406
NA,802,d,6272,NA,KALA,57.2,164.8,1.5,LI,NA,NA,NA,TRUE,41.99058123,-72.12989215
NA,802,d,6273,NA,KALA,50.2,164.3,3,LI,NA,NA,NA,FALSE,41.99058774,-72.12997661
NA,802,d,6275,NA,KALA,52.8,163.1,3.6,LI,NA,NA,NA,FALSE,41.99057305,-72.12994815
NA,802,d,6276,NA,KALA,57.3,161,1.1,LI,NA,NA,NA,FALSE,41.99054742,-72.12989894
NA,802,d,6279,NA,KALA,55.9,165,1.4,LI,NA,NA,NA,TRUE,41.99058504,-72.12990722
NA,802,d,6280,NA,KALA,54.1,162.3,2.5,LI,NA,NA,NA,FALSE,41.99056393,-72.12993434
NA,904,b,6282,NA,KALA,83.1,197,1.7,LI,1.3,M,NA,FALSE,41.99082597,-72.12951586
NA,802,d,6283,NA,KALA,53.4,161.2,2.1,LI,NA,NA,NA,FALSE,41.99055529,-72.12994499
NA,802,d,6285,NA,KALA,56.8,163.9,2,LI,NA,NA,NA,FALSE,41.99057389,-72.1298988
NA,901,c,6286,NA,KALA,38.8,198.9,1.4,LI,NA,M,NA,TRUE,41.99091198,-72.13003975
NA,902,d,6287,NA,KALA,56.8,181,2.6,LI,1.3,M,NA,TRUE,41.99072534,-72.12986287
NA,805,a,6290,NA,KALA,106.9,167,2.1,LI,1.3,M,NA,TRUE,41.9905231,-72.1292953
NA,804,d,6291,NA,KALA,98.1,165.9,2.2,LI,1.3,M,NA,FALSE,41.9905271,-72.12940247
NA,705,a,6293,NA,KALA,108.5,148.3,2.1,LI,1.3,M,NA,TRUE,41.99035498,-72.12931553
NA,802,d,6294,NA,KALA,57.5,169.5,2.8,LI,NA,NA,NA,TRUE,41.99062239,-72.12987869
NA,802,d,6295,NA,KALA,50.4,169.6,2.3,LI,NA,NA,NA,TRUE,41.99063437,-72.12996309
NA,902,d,6296,NA,KALA,59,186.9,1.2,LI,NA,NA,NA,TRUE,41.99077415,-72.12982426
NA,802,d,6297,NA,KALA,57.2,167.3,2.3,LI,NA,NA,NA,TRUE,41.99060338,-72.12988689
NA,802,d,6299,NA,KALA,54.7,164.7,3,LI,NA,NA,NA,TRUE,41.99058425,-72.12992215
NA,802,d,6300,NA,KALA,53.1,164.2,2.3,LI,NA,NA,NA,TRUE,41.99058232,-72.12994226
NA,802,a,6301,NA,BEAL,43.1,160,15.3,LI,1.1,"M,A",NA,FALSE,41.99056074,-72.13007025
NA,802,a,6302,NA,QUAL,43.5,164.4,44.4,LI,0.4,"M,A",NA,FALSE,41.99059909,-72.13005623
NA,802,d,6303,NA,BEAL,59.1,168.1,13.4,LI,NA,NA,NA,FALSE,41.99060749,-72.12986257
NA,802,c,6305,NA,FAGR,57.4,170.6,12.3,LI,1.3,M,NA,FALSE,41.99063229,-72.12987758
NA,802,b,6306,NA,QURU,42.2,178.6,44.1,LI,NA,M,NA,FALSE,41.99072688,-72.13004189
NA,802,c,6307,NA,TSCA,58.4,176.2,11.4,LI,1.3,M,NA,FALSE,41.99068033,-72.12985389
NA,802,b,6308,NA,TSCA,41.8,176.5,38.2,LI,NA,M,NA,FALSE,41.99070891,-72.13005107
NA,802,c,6309,NA,PIST,55.4,172.9,62,LI,1.3,M,NA,FALSE,41.99065578,-72.12989657
NA,802,b,6310,NA,PIST,46.8,172.1,34.6,LI,NA,M,NA,FALSE,41.99066213,-72.13000073
NA,802,a,6311,NA,BEAL,42.5,161.4,14.4,LI,1.3,M,NA,FALSE,41.99057408,-72.13007445
NA,803,a,6312,NA,BEAL,62.1,166.9,20.7,LI,NA,NA,NA,FALSE,41.99059218,-72.12982934
NA,802,d,6313,NA,ACRU,58.3,169.1,48,LI,1.5,"A,M",has irregular bole where measured,FALSE,41.9906176,-72.12987
NA,802,d,6314,NA,BEAL,58.3,163.7,26.4,LI,NA,NA,NA,TRUE,41.99056977,-72.12988135
NA,805,d,6314,NA,KALA,112.1,166.2,2.2,LI,1.3,M,NA,TRUE,41.99050789,-72.12923502
NA,802,c,6315,NA,PIST,58,173.7,25,LI,1.3,M,NA,FALSE,41.99065881,-72.12986391
NA,802,a,6316,NA,BEAL,44.5,162.3,12.3,LI,1.3,M,stem is hollow,TRUE,41.99057893,-72.13004873
NA,709,a,6317,NA,ACRU,185.7,147.4,23.7,LI,NA,M,NA,FALSE,41.99022643,-72.12839752
NA,901,b,6318,NA,TSCA,28.3,198.3,29.5,LI,NA,M,NA,FALSE,41.99092306,-72.13016613
NA,909,d,6319,NA,TSCA,193.3,187.1,30.1,LI,1.3,M,NA,FALSE,41.99056617,-72.12822353
NA,802,d,6320,NA,KALA,55.1,169.3,6.5,LI,NA,NA,NA,TRUE,41.99062437,-72.12990771
NA,901,b,6321,NA,PIST,26,193.3,90.5,LI,NA,NA,NA,FALSE,41.99088237,-72.13020404
NA,904,d,6322,NA,KALA,98,184.5,5.7,LI,NA,M,NA,TRUE,41.99069199,-72.12936458
NA,803,a,6323,NA,TSCA,62.9,166.8,40.5,LI,NA,NA,NA,FALSE,41.99059005,-72.12982002
NA,901,a,6325,NA,TSCA,28.6,188.4,33.3,LI,1.3,M,NA,FALSE,41.99083492,-72.13018335
NA,409,d,6326,NA,QUAL,197.8,87.2,35,LI,1.3,M,NA,FALSE,41.98967437,-72.12837984
NA,809,d,6328,NA,BELE,199.1,165.8,27,LI,1.3,M,NA,FALSE,41.99036846,-72.12819918
NA,901,c,6333,NA,TSCA,36.5,196.3,37.7,LI,NA,M,NA,FALSE,41.99089254,-72.13007262
NA,408,c,6334,NA,BELE,172.3,97,29,LI,NA,M,NA,FALSE,41.98980099,-72.1286631
NA,901,a,6336,NA,TSCA,20.6,181,20.9,LI,NA,M,NA,FALSE,41.99078187,-72.13029423
NA,901,b,6337,NA,TSCA,25.1,199.9,38,LI,NA,M,NA,FALSE,41.99094223,-72.13020089
NA,902,a,6338,NA,TSCA,44.9,183.1,35.8,LI,NA,NA,NA,FALSE,41.99076252,-72.13000026
NA,901,a,6341,NA,PRSE,20.8,180.8,21.5,LI,NA,NA,NA,FALSE,41.99077979,-72.13029227
NA,809,d,6342,NA,ACRU,199.6,164.6,16,LI,1.3,M,NA,FALSE,41.99035706,-72.12819574
NA,901,b,6346,NA,TSCA,36.6,183.2,44.8,LI,NA,M,NA,FALSE,41.99077637,-72.13009895
NA,901,b,6347,NA,TSCA,28.1,192.4,22.6,LI,NA,M,NA,FALSE,41.99087112,-72.13018091
NA,804,a,6349,NA,TSCA,86.7,161.1,33.5,LI,NA,M,NA,FALSE,41.99050239,-72.1295484
NA,804,a,6350,NA,BELE,83,164.8,25.1,LI,NA,M,NA,FALSE,41.99054094,-72.12958471
NA,804,a,6351,NA,TSCA,83.1,164.9,25.9,LI,NA,M,NA,FALSE,41.99054167,-72.12958331
NA,804,a,6352,NA,BEAL,87.2,164.1,29,LI,NA,M,NA,FALSE,41.99052818,-72.12953614
NA,804,a,6353,NA,TSCA,86.7,163.3,21.8,LI,NA,M,NA,FALSE,41.99052188,-72.12954378
NA,804,c,6354,NA,TSCA,95.6,178.6,9.1,LI,NA,M,NA,FALSE,41.99064348,-72.12940558
NA,901,b,6355,NA,TSCA,26.1,192,26.6,LI,NA,M,NA,FALSE,41.9908707,-72.13020558
NA,901,d,6356,NA,QURU,24.8,199.8,46.1,LI,NA,M,NA,FALSE,41.99094182,-72.13020468
NA,804,d,6357,NA,ACRU,88.7,167.8,26.9,LI,NA,NA,NA,FALSE,41.99055861,-72.12951049
NA,804,d,6358,NA,ACRU,87.7,168.6,24.4,LI,NA,M,NA,FALSE,41.99056726,-72.12952073
NA,804,a,6359,NA,TSCA,87.3,167,33.3,LI,NA,M,NA,FALSE,41.99055371,-72.12952885
NA,709,b,6360,NA,BELE,186.9,157,23.4,LI,NA,M,NA,TRUE,41.99030958,-72.12836305
NA,804,b,6361,NA,TSCA,81.6,171.6,15.5,LI,NA,M,NA,FALSE,41.99060335,-72.12958711
NA,901,c,6362,NA,TSCA,36.5,196.4,14.4,LI,NA,M,NA,FALSE,41.99089343,-72.13007241
NA,804,c,6363,NA,FAGR,98.3,179.7,27.7,LI,NA,M,NA,FALSE,41.99064901,-72.12937109
NA,901,c,6365,NA,PIST,35.4,196.5,34.8,LI,NA,M,NA,FALSE,41.99089603,-72.1300853
NA,901,b,6366,NA,TSCA,23.2,197.5,5.6,LI,NA,M,NA,FALSE,41.99092394,-72.13022858
NA,901,b,6367,NA,TSCA,23.8,194.3,15.1,LI,NA,M,NA,FALSE,41.99089467,-72.13022815
NA,901,b,6369,NA,TSCA,23.5,194,22.1,LI,NA,M,NA,FALSE,41.99089248,-72.13023236
NA,804,c,6370,NA,QUAL,99.6,177.5,34.5,LI,NA,M,NA,FALSE,41.99062749,-72.12936022
NA,804,b,6371,NA,ACRU,88.9,175.7,45.3,LI,NA,NA,NA,FALSE,41.99062826,-72.12949151
NA,803,c,6372,NA,TSCA,72.7,170.1,42.2,LI,1.3,M,NA,FALSE,41.99060397,-72.12969631
NA,803,c,6373,NA,TSCA,75,177,24,LI,1.3,M,NA,FALSE,41.99066149,-72.12965441
